,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
80,zilliqa,zil,Zilliqa,https://assets.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1547036894,0.112708,1393809179,81,,121477063,0.113901,0.106062,0.00205069,1.85319,14744012.0,1.06913,12364576682.8288,21000000000.0,,0.255376,-55.87193,2021-05-06T17:33:45.940Z,0.00239616,4603.04387,2020-03-13T02:22:55.161Z,"{'times': 3.0367591397559033, 'currency': 'eth', 'percentage': 303.67591397559033}",2021-08-16T03:24:52.084Z
81,flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/flow_logo.jpg?1608631239,23.16,1324422639,82,,99090066,23.25,22.28,0.157775,0.68583,10357417.0,0.7882,57064824.8232707,1372064824.82327,,42.4,-45.44784,2021-04-05T13:49:10.098Z,4.95,367.24367,2021-01-27T15:34:04.000Z,,2021-08-16T03:25:06.293Z
82,true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,0.997756,1287714155,83,,78955626,1.0,0.993936,-0.000710689915,-0.07118,-3642909.7756433487,-0.2821,1293405245.44638,1293405245.44638,,1.62,-38.4344,2018-08-26T20:41:09.375Z,0.88355,12.77768,2020-03-12T10:47:51.380Z,,2021-08-16T03:24:53.776Z
83,bitcoin-gold,btg,Bitcoin Gold,https://assets.coingecko.com/coins/images/1043/large/bitcoin-gold-logo.png?1547034978,69.19,1210286837,84,,115477016,71.54,67.48,-1.317250763323,-1.86821,-25769507.683488846,-2.08482,17513924.0,21000000.0,,456.25,-84.84858,2017-12-20T00:00:00.000Z,4.25,1524.83565,2020-03-13T02:22:52.902Z,,2021-08-16T03:24:45.658Z
84,basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,0.805217,1199118201,85,1207882612.0,140124082,0.817519,0.754166,0.01857865,2.36178,27283131.0,2.32824,1489115982.4473505,1500000000.0,1500000000.0,1.63,-50.70865,2021-04-09T19:03:22.356Z,0.072394,1010.76069,2017-07-16T00:00:00.000Z,"{'times': 0.5633489472058285, 'currency': 'eth', 'percentage': 56.334894720582845}",2021-08-16T03:24:38.895Z
85,harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.113771,1182498309,86,,91305800,0.113762,0.094991,0.01510655,15.31104,152684967.0,14.82647,10437015321.7931,,,0.222092,-49.13619,2021-03-29T08:19:36.363Z,0.00127355,8770.03819,2020-03-13T02:24:14.005Z,"{'times': 34.833374446333856, 'currency': 'usd', 'percentage': 3483.337444633386}",2021-08-16T03:24:51.958Z
86,telcoin,tel,Telcoin,https://assets.coingecko.com/coins/images/1899/large/tel.png?1547036203,0.02014642,1143576785,87,,9050119,0.02018646,0.01918686,0.0005404,2.7563,26851412.0,2.40448,56969406904.06,100000000000.0,,0.064483,-68.88562,2021-05-11T00:32:24.043Z,6.474e-05,30892.5248,2020-03-13T02:24:47.992Z,"{'times': 19.14641585422026, 'currency': 'usd', 'percentage': 1914.641585422026}",2021-08-16T03:23:40.669Z
87,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,0.862423,1143497214,88,1890172181.0,137844308,0.870261,0.805436,0.02463987,2.94108,31305157.0,2.81473,1327372145.9864838,2194112827.32015,2194112827.32015,1.6,-46.18979,2021-05-07T15:54:15.763Z,0.00923681,9201.41886,2017-10-31T00:00:00.000Z,"{'times': 42.12115786928265, 'currency': 'usd', 'percentage': 4212.115786928265}",2021-08-16T03:24:57.345Z
88,nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,1.97,1100924447,89,1965936478.0,7202671,2.01,1.91,0.01298296,0.66396,6362971.0,0.58133,560000010.0064,1000000000.0,1000000000.0,4.07,-51.69248,2021-05-12T14:37:47.535Z,0.04515276,4252.19377,2018-09-13T00:00:00.000Z,"{'times': 18.68373436591526, 'currency': 'usd', 'percentage': 1868.373436591526}",2021-08-16T03:25:07.061Z
89,bitclout,clout,BitClout,https://assets.coingecko.com/coins/images/16310/large/k-h6Wead_400x400.jpg?1623726134,101.61,1067947277,90,1095957281.0,238810,101.4,99.25,1.63,1.62693,14869549.0,1.41201,10532253.8854,10808492.6854,10808492.6854,198.68,-48.85617,2021-06-19T20:53:25.052Z,77.51,31.09638,2021-08-09T23:13:42.318Z,,2021-08-16T03:23:04.150Z
90,bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,55.94,1052841446,91,,66539248,56.94,54.22,0.052774,0.09444,976390.0,0.09282,18794058.3967894,21000000.0,,71.38,-21.52058,2021-08-06T08:52:10.407Z,9.21,508.26412,2020-11-15T18:28:32.658Z,,2021-08-16T03:23:34.673Z
91,xsushi,xsushi,xSUSHI,https://assets.coingecko.com/coins/images/13725/large/xsushi.png?1612538526,14.59,1049289018,92,,1403322,14.84,13.62,0.185494,1.28805,12565809.0,1.21207,71934820.6067813,71934820.6067813,,26.33,-44.60067,2021-03-13T23:01:02.266Z,6.04,141.45701,2021-01-22T01:04:22.350Z,,2021-08-16T03:23:47.713Z
92,digibyte,dgb,DigiByte,https://assets.coingecko.com/coins/images/63/large/digibyte.png?1547033717,0.070218,1023920355,93,,30932758,0.070642,0.065836,0.00167997,2.45117,19146829.0,1.90559,14582973150.3523,21000000000.0,,0.178084,-60.6319,2021-05-01T00:19:01.967Z,3.099e-05,226153.83044,2015-01-14T00:00:00.000Z,,2021-08-16T03:24:45.071Z
93,bancor,bnt,Bancor Network Token,https://assets.coingecko.com/coins/images/736/large/bancor-bnt.png?1628822309,4.29,995801219,95,995801219.0,56300267,4.3,4.07,0.02996026,0.7034,6109357.0,0.6173,232331434.930529,232331434.930529,232331434.930529,10.72,-60.01488,2018-01-09T00:00:00.000Z,0.120935,3442.87182,2020-03-13T02:29:21.245Z,,2021-08-16T03:24:43.194Z
94,ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1583481820,1.12,986986733,96,,182684426,1.14,1.03,0.053398,4.98533,46843567.0,4.9826,878027426.0,1000000000.0,,10.92,-89.7171,2018-05-03T01:43:05.844Z,0.23237,383.25291,2020-03-13T02:20:48.548Z,,2021-08-16T03:24:45.422Z
95,safemoon,safemoon,SafeMoon,https://assets.coingecko.com/coins/images/14362/large/174x174-white.png?1617174846,1.69e-06,983852414,94,,14030925,2.03e-06,1.72e-06,-3.28715e-07,-16.25491,-186735463.47307372,-15.95228,578557650708393.5,1000000000000000.0,,1.094e-05,-84.49112,2021-05-11T20:32:53.513Z,4.436e-08,3726.02978,2021-03-14T19:51:56.741Z,,2021-08-16T03:24:36.922Z
96,siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1548386465,0.0198547,963224895,97,,69058471,0.01985284,0.01830505,0.00075993,3.97978,36372738.0,3.92433,48593295000.0,,,0.092868,-78.68857,2018-01-06T00:00:00.000Z,1.262e-05,156710.60779,2015-12-28T00:00:00.000Z,"{'times': 0.9826608176637786, 'currency': 'btc', 'percentage': 98.26608176637785}",2021-08-16T03:24:44.283Z
97,paxos-standard,pax,Paxos Standard,https://assets.coingecko.com/coins/images/6013/large/paxos_standard.png?1548386291,0.999908,939467104,98,,57846150,1.01,0.991608,0.00114843,0.11499,2316383.0,0.24717,942491911.88,942491911.88,,1.13,-11.5782,2018-10-15T07:09:12.459Z,0.863529,15.46923,2021-05-19T13:14:42.046Z,"{'times': -9.16722462997e-05, 'currency': 'usd', 'percentage': -0.00916722462997}",2021-08-16T03:24:42.860Z
98,ethos,vgx,Voyager Token,https://assets.coingecko.com/coins/images/794/large/Voyager-vgx.png?1575693595,4.15,921613562,99,,5305041,4.23,4.0,-0.073362050379,-1.73874,-16308032.26569593,-1.73874,222295208.238453,222295208.238453,,12.47,-66.77762,2018-01-06T00:00:00.000Z,0.01689847,24424.49341,2019-12-26T22:10:32.136Z,"{'times': 137.19664535648474, 'currency': 'usd', 'percentage': 13719.664535648473}",2021-08-16T03:23:09.716Z
99,arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,21.02,921309574,100,1387463288.0,56014014,22.34,15.15,5.31,33.75479,234042974.0,34.05418,43825615.0,66000000.0,66000000.0,44.42,-52.66552,2021-05-14T11:09:43.215Z,0.298788,6937.4648,2020-01-31T06:47:36.543Z,"{'times': 27.410038589721296, 'currency': 'usd', 'percentage': 2741.00385897213}",2021-08-16T03:24:42.619Z
